title,brand,intended_use,color,weight,cpu_family,cpu_model,cpu_generation,cpu_cores,cpu_max_ghz,ram_gb,ram_type,gpu_model,gpu_type,gpu_vram_gb,gpu_vram_type,ssd_gb,hdd_gb,screen_size_inch,resolution,display_standard,refresh_rate_hz,panel_type,operating_system,scraped_at,price_try,url,platform,source_file
"casper nirvana x600 amd ryzen 5 7430u 16gb 500gb ssd freedos 15.6"" taşınabilir bilgisayar x600.7430-bv00x-g-f",casper,,gri,2 kg ve altı,amd ryzen 5,7430u,7.0,,4.3,16.0,ddr4,amd integrated,integrated,0.0,shared,500.0,,15.6,1920x1080,fhd,,ips,freedos,2025-12-03 00:34:29,19944.24,https://www.hepsiburada.com/casper-nirvana-x600-amd-ryzen-5-7430u-16gb-500gb-ssd-freedos-15-6-tasinabilir-bilgisayar-x600-7430-bv00x-g-f-p-hbcv00007mjliq,hepsiburada,hb_details_202512030147.csv
"lenovo ideapad slim 3 intel core i5 13420h 8gb 512gb ssd windows 11 home 15.3"" taşınabilir bilgisayar 83k10016tr",lenovo,ev-okul,gri,2 kg ve altı,intel core i5,intel core i5,13.0,,4.6,8.0,ddr5,integrated,integrated,0.0,shared,512.0,,15.3,1920x1200,fhd,60.0,ips,windows home,2025-12-03 00:34:31,21199.0,https://www.hepsiburada.com/lenovo-ideapad-slim-3-intel-core-i5-13420h-8gb-512gb-ssd-windows-11-home-15-3-tasinabilir-bilgisayar-83k10016tr-pm-hbc0000873f7y,hepsiburada,hb_details_202512030147.csv
"asus vivobook go 15 e1504fa-bq1741 amd ryzen 5 7520u 8 gb 512 gb ssd freedos 15.6"" 60hz fhd taşınabilir bilgisayar",asus,ofis-is,beyaz,2 kg ve altı,amd ryzen 5,7520u,,4.0,4.3,8.0,lpddr5,amd integrated,integrated,0.0,shared,512.0,,15.6,1920x1080,fhd,60.0,va,freedos,2025-12-03 00:34:34,18253.45,https://www.hepsiburada.com/asus-vivobook-go-15-e1504fa-bq1741-amd-ryzen-5-7520u-8-gb-512-gb-ssd-freedos-15-6-60hz-fhd-tasinabilir-bilgisayar-pm-hbc00009zqkj9,hepsiburada,hb_details_202512030147.csv
"dell 15 intel core i3-100u 8gb ddr4 ram 512gb m.2 ssd 15.6"" fhd ubuntu dc15250",dell,,siyah,2 - 4 kg,intel core i3,100u,13.0,,4.7,8.0,ddr4,intel integrated,integrated,0.0,shared,512.0,,15.6,1920x1080,fhd,120.0,wva,ubuntu,2025-12-03 00:34:36,14831.29,https://www.hepsiburada.com/dell-15-intel-core-i3-100u-16gb-ddr4-ram-512gb-m-2-ssd-15-6-fhd-ubuntu-dc15250-01-pm-hbc0000asm7q1,hepsiburada,hb_details_202512030147.csv
"msi katana 17 hx b14wfk-248xtr intel core i7 14650hx 16gb 1tb ssd rtx5060 freedos 17.3"" qhd 240hz taşınabilir bilgisayar",msi,,siyah,2 - 4 kg,intel core i7,14650hx,14.0,,5.2,16.0,ddr5,nvidia rtx 5060,dedicated_high_end,8.0,gddr7,1024.0,,17.3,2560x1440,qhd,240.0,,freedos,2025-12-03 00:34:38,76849.78,https://www.hepsiburada.com/msi-katana-17-hx-b14wfk-248xtr-intel-core-i7-14650hx-8gb-1tb-ssd-rtx5060-freedos-17-3-qhd-tasinabilir-bilgisayar-pm-hbc0000ai3pdg,hepsiburada,hb_details_202512030147.csv
"asus vivobook 16 x1607qa-mb089w snapdragon x x1 26 100 16gb 512gb ssd windows 11 home 16"" ips taşınabilir bilgisayar",asus,,gri,2 kg ve altı,qualcomm snapdragon x,x1 26 100,,,3.0,16.0,lpddr5x,qualcomm adreno,integrated,0.0,shared,512.0,,16.0,1920x1200,,,ips,windows home,2025-12-03 00:35:04,29500.0,https://www.hepsiburada.com/asus-vivobook-16-x1607qa-mb089w-snapdragon-x-x1-26-100-16gb-512gb-ssd-windows-11-home-16-ips-tasinabilir-bilgisayar-pm-hbc00008jfmjv,hepsiburada,hb_details_202512030147.csv
"msi katana 15 hx b14wfk-450xtr intel core i9 14900hx 32gb 1tb ssd rtx5060 freedos taşınabilir bilgisayar 15.6"" qhd 165hz taşınabilir bilgisayar",msi,oyun,siyah,2 - 4 kg,intel core i9,14900hx,14.0,,5.8,32.0,ddr5,nvidia rtx 5060,dedicated_high_end,8.0,gddr7,1024.0,,15.6,2560x1440,qhd,165.0,,freedos,2025-12-03 00:35:05,80157.5,https://www.hepsiburada.com/msi-katana-15-hx-b14wfk-450xtr-intel-core-i9-14900hx-32gb-1tb-ssd-rtx5060-freedos-tasinabilir-bilgisayar-15-6-qhd-165hz-tasinabilir-bilgisayar-pm-hbc00009c7jv5,hepsiburada,hb_details_202512030147.csv
"asus tuf gaming f16 fx608jh-rv082 intel core i5 13450hx 16gb 512gb ssd rtx5050-8gb 115w freedos 16"" 165hz wuxga taşınabilir bilgisayar",asus,oyun,gri,2 - 4 kg,intel core i5,13450hx,13.0,10.0,4.8,16.0,ddr5,nvidia rtx 5050,dedicated_high_end,8.0,gddr7,512.0,,16.0,1920x1200,wuxga,165.0,ips,freedos,2025-12-03 00:35:07,49599.0,https://www.hepsiburada.com/asus-tuf-gaming-f16-fx608jh-rv08-intel-core-i5-13450hx-16gb-512gb-ssd-rtx5050-8gb-115w-freedos-16-165hz-wuxga-tasinabilir-bilgisayar-pm-hbc00008yaffs,hepsiburada,hb_details_202512030147.csv
"casper excalibur g870 i7-13620h 64gb 2tb 8gb rtx5060 165hz 15.6"" freedos taşınabilir bilgisayar g870.1362-ex60x-c",casper,,gri,2 - 4 kg,intel core i7,13620h,13.0,,2.4,64.0,ddr5,nvidia rtx 5060,dedicated_high_end,8.0,gddr7,2048.0,,15.6,1920x1080,,165.0,ips,freedos,2025-12-03 00:35:09,74699.0,https://adservice.hepsiburada.com/event/api/v1/track?event=nenkekzrbm83tfrkswhjouqzz1nsczjiszbtnm5tnjlmbuevactscvbhqzvxdfe1bzhnmfcrulz1zel3q3vqrzi5zge4rujjsm9xcfd1aze1u1pgudluckdiwm8vreplt29frzkrwmpgtjjnnwpramdvbmz4ug5sunzzzfrqvkt1dk1vl2rzb0perkzhqux0wstmqvdrqulamnf6szzjd0ryq0nyazz2uxhkugxin1vgsnbmzkt1l2v2thfqmwlhuhptchbhytbmcfpxburus3qrzlhuzxqrq1drtdk2uxzhs0zol3rpkzrwrurjzwfnd2lmslnnbnnnuu0zd2zsylc2k2gwtfyzd0vkb0rnb213bui4rg1js2nmwvq2m2xzqkv1qxlpy3bovznyymowauzyk0vqenlpnhhgquzom0j1efl0ukv5tmtyvzruq284egnmwferbgrmnglythpvzeg0wvp5uhrqtm5gntnmrnbic1p5dut5ullqtxfqzmjkdgpcckrgaxlnennlcg5hswivog5omghmtmf6owracdziv1zzufb1d1pmrnl5dhviqlruv1m4ytmzek1orzn0sk84rzvpcg5hk3phahfcvxrycnhhcwfkb1vzt25vvu5pn3rzsxh1vnbnwuzks0nfavztvwnwmev5snvxbwvpvhhoewhcsdv5kytpy3jgrzfqmuvxtkd1zzfwb2piwhvmm3ywslpyr0txyzvvtu5az3dpshbryvj5zer0rq==&redirect=https%3a%2f%2fwww.hepsiburada.com%2fcasper-excalibur-g870-i7-13620h-64gb-2tb-8gb-rtx5060-165hz-15-6-freedos-tasinabilir-bilgisayar-g870-1362-ex60x-c-p-hbcv00008wf69m%3fmagaza%3dcasper+excalibur&eventname=sp-click&platform=desktop&anonymousid=ba22e137-10b9-4d91-acf8-2f19be972958,hepsiburada,hb_details_202512030147.csv
"monster abra a5 v22.1.2 intel core i7 13620h 32 gb ram 1 tb ssd 8 gb rtx 5050 freedos 15,6"" fhd 144 hz oyun bilgisayarı",monster,oyun,siyah,2 - 4 kg,intel core i7,13620h,13.0,10.0,4.9,32.0,ddr5,nvidia rtx 5050,integrated,8.0,gddr7,1024.0,,15.6,1920x1080,fhd,144.0,,freedos,2025-12-03 00:35:11,71199.0,https://www.hepsiburada.com/monster-abra-a5-v22-1-2-intel-core-i7-13620h-32-gb-ram-1-tb-ssd-8-gb-rtx-5050-freedos-15-6-fhd-144-hz-oyun-bilgisayari-pm-hbc000094a90n,hepsiburada,hb_details_202512030147.csv
"hp omen 16-ah0022nt intel core ultra 9 275hx 32gb 1tb ssd rtx5080 windows 11 home 16"" wqxga 240hz taşınabilir bilgisayar b88f2ea",hp,,,,,,,,,32.0,,,,,,1024.0,,,,wqxga,240.0,,,2025-12-03 00:35:54,129999.0,https://adservice.hepsiburada.com/event/api/v1/track?event=zuc2qxncl2zwmtdwnxbns3o0rjfodexpsepxugh4umrtnmv2sddkrelbn2pysu5jbkt2titpvy9wsziynkhhm00zdc9vntblcjnytlcxy0zere5fnxjhoxzwdmlewxrvewi1wuhqeha1swjorghrcmzucu5nvvvxcwjzrvzwakmxcutmylfmdgdvamjdbvpesgjxnfjorelbyvpzugq3yxrcmufvetjham5nbvhjwlhrs29ocvltn1m1rvlooc93v0vpzlzoofd1ttdsr2rkufffc2hkanlsevozbmjarststu1dy1yvr0ppu0peaxy0q0hzntrey3nrdvp6l3iztth2cfjpbw1jzvjtykzmadbtanirtnq4egdoam1gdnryb1zdqzmyn0puneptcez0wlbikyt6v1gvcgfowjnpyjews08vbstgdxhrrgpprtzqrtvmekiynxlld1jtdw1fmtdll0xtawtlc2cwvm1na01xbvjyvlfyrk1mn0xoauntzermb2tjl2ffte9eug8zutavb25vcdjns3jprenhcdb4s3viutz0nenucgtsdxdwmitjvvftujn1k09rostjd3fvs2dzsnpfefphuw9hnmr1t1ezthvgnmw1ngg2tnhiqmhpsuditlnhqwfvvk5irtu0z2l4d09nk3hooxj0utlrynpsrm5uzmdsc0u4wtgraefwtupqc3g2sxlzz29iyujetujvs3l5mnv3blrwmdjfyznpbi9wzwxnl0d0dw==&redirect=https%3a%2f%2fwww.hepsiburada.com%2fhp-omen-16-ah0022nt-intel-core-ultra-9-275hx-32gb-1tb-ssd-rtx5080-windows-11-home-16-wqxga-240hz-tasinabilir-bilgisayar-b88f2ea-p-hbcv000083v0hl%3fmagaza%3dhepsiburada&eventname=sp-click&platform=desktop&anonymousid=ba22e137-10b9-4d91-acf8-2f19be972958,hepsiburada,hb_details_202512030147.csv
"casper excalibur g870 i7-13620h 32gb 1tb 8gb rtx5060 165hz 15.6"" freedos taşınabilir bilgisayar g870.1362-df60x-c",casper,,gri,2 - 4 kg,intel core i7,13620h,13.0,,2.4,32.0,ddr5,nvidia rtx 5060,dedicated_high_end,8.0,gddr7,1024.0,,15.6,1920x1080,,165.0,ips,freedos,2025-12-03 00:35:58,59699.0,https://adservice.hepsiburada.com/event/api/v1/track?event=nzvtodcrekpydstkr1v0cmu2rmd4umnaoe43oev1rm5uuxc4ajjnrflbeg5tbwprswzib201ztyywldrvkrowurun1izqkrwdfn1qkdwui80awpst1lid01nehbdmvlcde80ntg4chhyswvzmvdyvmxwdzzsudhuwvq2btnkykngwurmcmmxvi9jwjbik084egliq3fovk1wd3p0yjrgblnoeuc2b25aag1dwvf6bmjuvfncohdksi96tfm4dddzrtbyewftdfe2ywfhem9wbgfrbkw5wvuryxk0chq0b2vgwfrlnlfhqmh2bkfcnlfzs2rrzhz1aupgrmu1ylnsek9preljqzftevfndtvcaktssvrscwflsc9hrtuxbxb0vhliqtc0bgvus2lyait5mtbfruuzr3lrbmvcz0tgmetgwjqwwg4wwgpqmstknutov1u2qkursvvnzeyrrlz6znnny3dbblpjawg4whbzdwe4zla4qnlxzlpxs0zrzvbvqknmzysxm0j5yxjsqtjgyxqvkzh4mjuyrgm2c00zytdyqstpui9xulzksuswcvl5nzlhoet5rme1odljrjbjrvniwddzu3oyrkzsl1rwyjk5rgzootdtofbebwzirwjysefnzvg4uzfcze9sbvc4z1zunlzjb2tvvnrlczk3n1pkrtg2yvlsvhffoxlvmhdxl1nmmnplbm1ub0fntkdbmwgyrmpfywf1l2wrbm9sbgnjeehdwte3z0w0a3lqdw==&redirect=https%3a%2f%2fwww.hepsiburada.com%2fcasper-excalibur-g870-i7-13620h-32gb-1tb-8gb-rtx5060-165hz-15-6-freedos-tasinabilir-bilgisayar-g870-1362-df60x-c-p-hbcv00008wf74z%3fmagaza%3dcasper+excalibur&eventname=sp-click&platform=desktop&anonymousid=ba22e137-10b9-4d91-acf8-2f19be972958,hepsiburada,hb_details_202512030147.csv
"msi cyborg 15 a13ve-1478xtr intel core i5 13420h 16gb 1tb ssd rtx4050 freedos 15.6"" fhd 144hz taşınabilir bilgisayar",msi,,siyah,1 - 2 kg,intel core i5,intel core i5,13.0,,4.6,16.0,ddr5,nvidia rtx 4050,dedicated_high_end,6.0,gddr6,1024.0,,15.6,1920x1080,fhd,144.0,tn,freedos,2025-12-03 00:36:00,39316.84,https://www.hepsiburada.com/msi-cyborg-15-a13ve-1478xtr-intel-core-i5-13420h-16gb-1tb-ssd-rtx4050-freedos-15-6-fhd-144hz-tasinabilir-bilgisayar-pm-hbc00006y8kxn,hepsiburada,hb_details_202512030147.csv
"hp victus b82wjea amd r5 8645hs 16gb 512gb ssd rx6550m-4gb freedos 15.6"" fhd 144hz taşınabilir bilgisayar",hp,oyun,gümüş,2 - 4 kg,amd ryzen 5,8645hs,5.0,,4.2,16.0,lpddr5,amd integrated,dedicated,4.0,gddr6,512.0,,15.6,1920x1080,fhd,144.0,ips,freedos,2025-12-03 00:36:02,30282.0,https://www.hepsiburada.com/hp-victus-b82wjea-amd-r5-8645hs-16gb-512gb-ssd-rx6550m-4gb-freedos-15-6-fhd-144hz-tasinabilir-bilgisayar-pm-hbc00003l6nmo,hepsiburada,hb_details_202512030147.csv
"hp victus gaming 15-fa2704nt intel core i5 13420h 16gb 512gb ssd rtx3050 freedos 15.6"" taşınabilir bilgisayar b7tg9ea",hp,,siyah,2 - 4 kg,intel core i5,intel core i5,14.0,,4.6,16.0,ddr4,nvidia rtx 3050,dedicated_high_end,6.0,gddr6,512.0,512.0,15.6,1920x1080,,,ips,freedos,2025-12-03 00:36:04,32497.0,https://www.hepsiburada.com/hp-victus-gaming-15-fa2704nt-intel-core-i5-13420h-16gb-512gb-ssd-rtx3050-freedos-15-6-tasinabilir-bilgisayar-b7tg9ea-pm-hbc00008ky9fx,hepsiburada,hb_details_202512030147.csv
"lenovo ideapad slim 3 intel core i5-13420h 8gb 512gb ssd 16"" wuxga ips fdos taşınabilir bilgisayar 83k2001rtr",lenovo,ofis-is,mavi,2 kg ve altı,,intel core i5,13.0,8.0,4.6,8.0,ddr5,integrated,integrated,0.0,shared,512.0,,16.0,1920x1200,wuxga,60.0,ips,freedos,2025-12-03 00:36:06,19999.0,https://www.hepsiburada.com/lenovo-ideapad-slim-3-intel-core-i5-13420h-8gb-512gb-ssd-16-wuxga-1920x1200-ips-panel-freedos-tasinabilir-bilgisayar-83k2001rtr-pm-hbc00008fft9o,hepsiburada,hb_details_202512030147.csv
"casper excalibur g915 intel core i7 13620h 32gb 1tb ssd rtx5060 freedos 16"" 165hz taşınabilir bilgisayar g915.1362-df60x-c",casper,oyun,siyah,2 - 4 kg,intel core i7,13620h,13.0,,4.9,32.0,ddr5,nvidia rtx 5060,dedicated_high_end,8.0,gddr7,1024.0,,16.0,1920x1200,fhd,165.0,ips,freedos,2025-12-03 00:36:08,60499.0,https://adservice.hepsiburada.com/event/api/v1/track?event=bevpzneyodjodzrzmmltcmznmejkt0qxdtjknumwnhnwntlhogdkq0rkqmxlruqwefvnbexyqlzcqzfiugp0tnppodjiz1hqtjzll3frmgzqawtlyvlangxoalfnr1azajavz0fzzw9ermlgbfniblc4ne9stmzmrjvxrxzhru1vcc9ql2pxthg4cjhkq3lcbwzhcvvebfrptdnyzwfpc3pdztlza1pcy0hhvnzbt3evl3lutnnxslffwujiutewneham0x3ynk1dky2vdb3k2loy29ymxj2ahpbn0j3buw3yyttym1emtnrzuhoc20xz3jotjvequp2n2xmdkx3ag1tevbbmvm0zxn4z3b5dvp0vjzmd1dwcwtottd1a00yn01hbnhfwtezufbnwfnka2wvd09bu1vndgfnmvoxuuxwmu4ysw85qjzjrk1pag5za0vvrgzhrlzyazqwutffk25jegjzadfayvgwyza3ykhjews1zkdkwepwy3j4ula1nfizb2tuvwd0qvdzzhrxctuvqs9ydw0zq2z4eulxs2hmaulsqvlbrvdla2hzd0g1titwd0z4btfcqy9rwkzxtutszngrwgx2ngcvr1fsadaxa290mgpwrthhcmpmvw1gny96nhdwwxnauffrqkmzekttbdcyv3nnem1lvhjjvjdzstlsexirexphnmvvz1dqnuditlvdk3rqtniwvwzwtjfxy2nvcuvgrhvicmtznvhscuhkwghzexiyt0hxqq==&redirect=https%3a%2f%2fwww.hepsiburada.com%2fcasper-excalibur-g915-intel-core-i7-13620h-32gb-1tb-ssd-rtx5060-freedos-16-165hz-tasinabilir-bilgisayar-g915-1362-df60x-c-p-hbcv00009qzqbq%3fmagaza%3dhepsiburada&eventname=sp-click&platform=desktop&anonymousid=ba22e137-10b9-4d91-acf8-2f19be972958,hepsiburada,hb_details_202512030147.csv
"casper excalibur g915 i7-13620h 64gb 2tb 8gb rtx5070 165hz 16"" freedos gaming laptop g915.1362-ex70x-c",casper,oyun,siyah,2 - 4 kg,intel core i7,13620h,13.0,,4.9,64.0,ddr5,nvidia rtx 5070,dedicated_high_end,8.0,gddr7,,,16.0,1920x1200,fhd,165.0,ips,freedos,2025-12-03 00:36:11,84699.0,https://adservice.hepsiburada.com/event/api/v1/track?event=vcsxbzltt25iz3dpymlynkzscgrjtwzvttzoc0t0twvotwiwaw1nnfg4bct1vlmyu2k3vghknmxrqnzieegxsjlpc0cry3pxnkg4bfjjk2fqde9otvlicm9ewm8xl0xbtljmwlywa3jybunocnzzdktvnvvyvmtlbvmwafrrz2lws2dvwwxgc3f5zmevagp4ntj0slhszxmrsfvwsldfoe8vuvvrogpnrxazsvlxatfzz2dtqmpruvurtfbeemnxsm1ivthjzghvutneulfgm3qwuudmrmuxclqvthnibmvielb5zhu5wjdsnus5unhvm0xoyxy4vvrrdulfam15dhpcqvbmsy9oouproeevbdyybmf1rxbfskzitdiyzwxongfacxmyzxvzy2zyrkjxcdh5q2k4z1zjcnlrohbrwstutm1srvbwmwcxotrzblbrdne0ajuvbvlxeu94mm9jb1nqdfnrnudhmnr0zwi1amlld0xub29otgnqc0gyvlhkm0nnzentqwdyszzza1reuncrcwe5ykphak5iwvzrs1nlmfjedlhboutfvenyk3zucit0r2hmykpjv29ik0r1cdnybgkvruvin3yyv0nhrgv4ohdimzbnslqrdg1zmkdwbuvyq1dtwlbmcnpmnvhhbkj6de5otlj2ruzit2nvamfmmgwwmmewowo2sk40cwfostnamgzkzza3l0tzeu83ntdqdxmwtdu0skjwngdqcjfnvwkztknpyxr3dk43dw==&redirect=https%3a%2f%2fwww.hepsiburada.com%2fcasper-excalibur-g915-i7-13620h-64gb-2tb-8gb-rtx5070-165hz-16-freedos-gaming-laptop-g915-1362-ex70x-c-p-hbcv00009qzppm%3fmagaza%3dcasper+excalibur&eventname=sp-click&platform=desktop&anonymousid=ba22e137-10b9-4d91-acf8-2f19be972958,hepsiburada,hb_details_202512030147.csv
"lenovo ideapad slim 3 amd ryzen 7 5825u 16gb 512gb ssd freedos 15.6"" fhd taşınabilir bilgisayar 82xm00u4tx",lenovo,,gri,2 kg ve altı,amd ryzen 7,5825u,,,4.5,16.0,ddr4,integrated,integrated,,shared,512.0,,15.6,1920x1080,fhd,,tn,freedos,2025-12-03 00:36:15,28130.0,https://www.hepsiburada.com/lenovo-ideapad-slim-3-amd-ryzen-7-5825u-16gb-512gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-82xm00u4tx-pm-hbc00008o199x,hepsiburada,hb_details_202512030147.csv
"monster abra a5 v20.6.2 intel core i7 13620h 32 gb ram 1 tb ssd 4 gb rtx 3050 freedos 15,6"" fhd 144 hz taşınabilir bilgisayar",monster,oyun,siyah,2 - 4 kg,intel core i7,intel core i7,13.0,,4.6,32.0,ddr4,nvidia rtx 3050,integrated,4.0,gddr6,1024.0,,15.6,1920x1080,fhd,144.0,ips,freedos,2025-12-03 00:36:17,47300.0,https://www.hepsiburada.com/monster-abra-a5-v20-6-2-intel-core-i7-13620h-32-gb-ram-1-tb-ssd-4-gb-rtx-3050-freedos-15-6-fhd-144-hz-tasinabilir-bilgisayar-p-hbcv00008m5g2o,hepsiburada,hb_details_202512030147.csv
lenovo loq 17irx10 aı intel core i5-13450hx 24gb ddr5 512gb ssd rtx5050 8gddr7 17.3 ips 165hz fhd freedos 83jh0069tr dizüstü bilgisayar (yapay zeka destekli),lenovo,oyun,gri,2 - 4 kg,intel core i5,13450hx,13.0,10.0,4.6,24.0,ddr5,nvidia rtx 5050,dedicated_high_end,8.0,gddr7,512.0,,17.3,1920x1080,fhd,165.0,ips,freedos,2025-12-03 00:36:19,51999.9,https://www.hepsiburada.com/lenovo-loq-17irx10-ai-intel-core-i5-13450hx-24gb-ddr5-512gb-ssd-rtx5050-8gddr7-17-3-ips-165hz-fhd-freedos-83jh0069tr-dizustu-bilgisayar-yapay-zeka-destekli-pm-hbc0000appx5g,hepsiburada,hb_details_202512030147.csv
"casper excalibur g870 intel core 5 210h 32gb 1tb rtx5060 freedos 15.6"" taşınabilir bilgisayar g870.210h-df60x-c",casper,,gri,2 - 4 kg,intel core i5,210h,2.0,,4.8,32.0,ddr5,nvidia rtx 5060,dedicated_high_end,8.0,gddr7,,,15.6,1920x1080,,,ips,freedos,2025-12-03 00:36:21,50799.0,https://adservice.hepsiburada.com/event/api/v1/track?event=y0rfqtzqy0twsfjzdepez1ozb2nxrlr1nmljegs1vepnos94cdljmgdnsznrmkthtwz4aexsouzjrmxhytbdm1nmbfplujfutjhbnurkqtjfuly1ogdxefr4wdbhyzjez282sunqevvawmdnshlpv2vjme9rvgkvtnp1rmnpaux2u1y3mknmsyton1hwwhoyvk9xvvzdtxdhvxb3ohhqcnlvnfoxtxzkyk1dsmrtulg5euzmk1pzuhuwzjvmofzmshbmzmfuc2njvzvyl29hu21ks2dcbk0vb2pbqvzlakzwoef6uit6ajvinhaxz0hlvfznelluthzmstcwz0vxelm0awrzk25wznbttvb1wwpgnstjukqyvnk3n3n5q1rjadm2dytmedzdtelrtlc5s2qvawnaqzbnrzjtdnewcy9gagvmaxfztefls2t0sss1oxzduzbwmuxaseu1nty4dhrhm0jmnvvzvvbhunmxzwwwy0xttgv4q0tpzxphm0vumnewowjqn3hhunvqbw9vbg9levc0vdrucmftddrtdmnrszrnum0xzwflwli1vklwb2izthpxtdy1qnpytytlyve4ceziylzsrejavms2rfnivmtobw1pwlewckvnq2xvt1fbnmg1mngxzfzevxdfdghaq01zwtroa3d0mgjcbdzwn01zn3dere90ue9nmnjxdk1bndrfyzdhqvddd3vyn1fiynhuqvjz&redirect=https%3a%2f%2fwww.hepsiburada.com%2fcasper-excalibur-g870-intel-core-5-210h-32gb-1tb-rtx5060-freedos-15-6-tasinabilir-bilgisayar-g870-210h-df60x-c-p-hbcv000095ghis%3fmagaza%3dhepsiburada&eventname=sp-click&platform=desktop&anonymousid=ba22e137-10b9-4d91-acf8-2f19be972958,hepsiburada,hb_details_202512030147.csv
"casper excalibur g870 intel core i7 13620h 24gb 1tb ssd rtx5060 freedos 15.6"" 165hz taşınabilir bilgisayar g870.1362-cf60x-c",casper,oyun,siyah,2 - 4 kg,intel core i7,13620h,13.0,,4.9,24.0,ddr5,nvidia rtx 5060,dedicated,8.0,gddr7,1024.0,,15.6,1920x1080,fhd,165.0,ips,freedos,2025-12-03 00:36:25,51999.0,https://adservice.hepsiburada.com/event/api/v1/track?event=vlpssgs2s0rub0tiumjsetdsyknmb1e5nliwvef2aktorfnpt3nwyulkdlzmz2s1ajj1tdawdi9frkzmdytqckx4qtvlstrmclrzrvlmvhbvtedpaungsfbmce9zukfluecvz1mzwgnhudvrvkxvm3dnlzbnqud0znnnnkljulfvr0q0dwhjznbuevvnv2lwa3zhmwzrzm94rc9vmwo0d1jtehg5bmrvrg5qnjq4yla5vwnkzyszruvqohfqr0zzc01vu3vqdmivotazre9mewfss1hrovbwmxn3ym1us0g5bhlyd2wvqlg1vhd5dstnc2zdrgszvjgrdnpeb0jzdlv1auw1v2vkbedswkn2rufpbctqcmrlyzz1c1ffuwlkawlznhqrdeuyy0jsu24wau16wwkrzuv5vxnswwlosmlleucvclzrzfnmunpktdewmhz0te5ryxdetfjoz1pylzrrvmkyahn1m01sc3ddeutpy2hnrmrpemjqqmpyzenscnvrz28ryuxkmg51elvrefl0y2toczc2nezpzwvtuml5admxugpsvkrpz3ovall6mljyq3axtgjikzdiave3eitmn1vjaxv5oghzeg1yb25wue51owpycvp6cuptyng5tlvdamjzqtd1wmhyvhpwbdrhymtureczzwntcuvoa0z0tlevoetos2tbmgzynwjzyk1nohj5nvzjejrlbhbcl1vwchfdvekv&redirect=https%3a%2f%2fwww.hepsiburada.com%2fcasper-excalibur-g870-intel-core-i7-13620h-24gb-1tb-ssd-rtx5060-freedos-15-6-165hz-tasinabilir-bilgisayar-g870-1362-cf60x-c-p-hbcv0000a9hhkx%3fmagaza%3dhepsiburada&eventname=sp-click&platform=desktop&anonymousid=ba22e137-10b9-4d91-acf8-2f19be972958,hepsiburada,hb_details_202512030147.csv
"game garaj slayer x5t-5050 c7 intel core i5 13500hx 16gb ram 1tb ssd rtx5050 16"" wuxga 165hz ips freedos oyuncu laptop",game garaj,oyun,gri,2 - 4 kg,intel core i5,13500hx,13.0,14.0,4.7,16.0,ddr5,nvidia rtx 5050,dedicated_high_end,8.0,gddr7,1024.0,,16.0,1920x1200,wuxga,165.0,ips,freedos,2025-12-03 00:36:28,45999.0,https://www.hepsiburada.com/game-garaj-slayer-x5t-5050-c7-intel-core-i5-13500hx-16gb-ram-1tb-ssd-rtx5050-16-wuxga-165hz-ips-freedos-oyuncu-laptop-pm-hbc0000apuilv,hepsiburada,hb_details_202512030147.csv
"hp victus 16-r1021nt intel core i7-14700hx 32gb 1tb ssd 8gb rtx4070 freedos 144hz 16.1"" fhd taşınabilir bilgisayar 9j223ea",hp,oyun,mavi,2 - 4 kg,intel core i7,14700hx,14.0,,5.5,32.0,ddr5,nvidia rtx 4070,dedicated_high_end,8.0,gddr6,1024.0,,16.1,1920x1080,fhd,144.0,ips,freedos,2025-12-03 00:36:30,64999.0,https://www.hepsiburada.com/hp-victus-16-r1021nt-intel-core-i7-14700hx-32gb-1tb-ssd-8gb-rtx4070-freedos-144hz-16-1-fhd-tasinabilir-bilgisayar-9j223ea-pm-hbc00005s0g2x,hepsiburada,hb_details_202512030147.csv
"msi crosshair 17 hx ai d2xwgkg-018xtr intel core ultra 7 255hx 32gb 1tb ssd rtx5070 freedos 17"" qhd+ 240hz taşınabilir bilgisayar",msi,oyun,gri,2 - 4 kg,intel core ultra 7,255hx,,,5.2,32.0,ddr5,nvidia rtx 5070,dedicated_high_end,8.0,gddr7,1024.0,,17.0,2560x1600,qhd_plus,240.0,,freedos,2025-12-03 00:36:32,100030.44,https://www.hepsiburada.com/msi-crosshair-17-hx-ai-d2xwgkg-018xtr-intel-core-ultra-7-255hx-32gb-1tb-ssd-rtx5070-freedos-17-qhd-240hz-tasinabilir-bilgisayar-pm-hbc00008raeil,hepsiburada,hb_details_202512030147.csv
"acer aspire go 15 i5-1334u 16 gb 512 gb ssd 15,3"" (1920 x 1200 ) ips w11home nx.j50ey.002",acer,ev-okul,gümüş,2 kg ve altı,intel core i5,1334u,13.0,,1.3,16.0,ddr5,intel integrated,shared,,ddr5,512.0,,15.3,1920x1080,wuxga,60.0,ips,windows home,2025-12-03 00:36:34,20635.75,https://www.hepsiburada.com/acer-aspire-go-15-i5-1334u-16-gb-512-gb-ssd-15-3-1920-x-1200-ips-w11home-nx-j50ey-002-p-hbcv00009vzgl0,hepsiburada,hb_details_202512030147.csv
